project_id,defect_type,severity,location,element_type,detected_by,confidence,status
SA-R04576,Corrosion,Critical,Floor 8 - Core Area,Beam,Inspector,97,Resolved
SA-R04576,Efflorescence,Low,Floor 28 - Zone C,Slab,AI,93,Open
SA-R04576,Honeycombing,High,Floor 8 - Zone B,Beam,AI,95,Verified
SA-R04577,Crack,Medium,Floor 4 - East Wing,Slab,AI,91,Open
SA-R04578,Settlement Crack,Critical,Floor 2 - Zone B,Foundation,AI,86,Verified
SA-R04578,Spalling,High,Floor 3 - Core Area,Column,AI,78,Verified
SA-R04580,Spalling,Critical,Floor 1 - Zone C,Column,Inspector,91,Resolved
SA-R04580,Efflorescence,High,Floor 4 - West Wing,Slab,Inspector,95,Resolved
SA-R04580,Efflorescence,Critical,Floor 4 - Zone C,Slab,Inspector,96,InProgress
SA-R04581,Efflorescence,Low,Floor 2 - Zone C,Slab,Inspector,97,Open
SA-R04582,Honeycombing,Medium,Floor 3 - Zone C,Column,AI,89,Verified
SA-R04583,Honeycombing,High,Floor 1 - Zone A,Beam,AI,98,Resolved
SA-R04583,Corrosion,High,Floor 4 - East Wing,Column,AI,79,Resolved
SA-R04584,Crack,Medium,Floor 1 - West Wing,Beam,Inspector,76,Verified
SA-R04584,Settlement Crack,Critical,Floor 1 - East Wing,Foundation,Inspector,85,Resolved
SA-R04585,Efflorescence,High,Floor 1 - Zone A,Slab,AI,92,Open
SA-R04585,Crack,High,Floor 1 - West Wing,Wall,Inspector,82,Verified
SA-R04585,Efflorescence,Low,Floor 1 - East Wing,Slab,Inspector,99,Verified
SA-R04586,Corrosion,High,Floor 1 - East Wing,Beam,Inspector,94,Resolved
SA-R04586,Honeycombing,Medium,Floor 1 - Core Area,Column,AI,77,Verified
SA-R04586,Settlement Crack,Critical,Floor 2 - West Wing,Wall,Inspector,97,InProgress
SA-R04587,Crack,Medium,Floor 1 - East Wing,Wall,Inspector,97,Open
SA-R04587,Settlement Crack,Critical,Floor 2 - Zone C,Foundation,Inspector,87,InProgress
SA-R04588,Honeycombing,Medium,Floor 1 - Core Area,Column,AI,99,InProgress
SA-R04588,Efflorescence,Low,Floor 1 - East Wing,Wall,AI,78,InProgress
SA-R04589,Efflorescence,Low,Floor 10 - Zone C,Wall,AI,87,InProgress
SA-R04589,Settlement Crack,Critical,Floor 6 - Zone A,Foundation,Inspector,99,Verified
SA-R04589,Corrosion,High,Floor 29 - Core Area,Beam,AI,75,Open
SA-R04590,Spalling,High,Floor 13 - Zone A,Beam,Inspector,81,Verified
SA-R04590,Crack,Medium,Floor 29 - Zone C,Beam,Inspector,97,Verified
SA-R04592,Crack,Medium,Floor 3 - Zone B,Slab,Inspector,81,InProgress
SA-R04592,Honeycombing,Medium,Floor 2 - West Wing,Column,Inspector,81,InProgress
SA-R04593,Crack,Critical,Floor 1 - Zone C,Slab,Inspector,97,Verified
SA-R04593,Corrosion,High,Floor 1 - East Wing,Column,Inspector,95,Open
SA-R04596,Efflorescence,High,Floor 1 - Zone B,Wall,Inspector,97,Verified
SA-R04597,Efflorescence,Critical,Floor 5 - West Wing,Wall,Inspector,81,Verified
SA-R04597,Settlement Crack,Critical,Floor 8 - Zone A,Foundation,Inspector,96,Open
SA-R04598,Efflorescence,Critical,Floor 2 - Zone C,Slab,AI,92,Open
SA-R04599,Corrosion,High,Floor 2 - West Wing,Column,AI,88,Verified
SA-R04600,Settlement Crack,Critical,Floor 1 - Zone C,Wall,Inspector,75,Resolved
SA-R04601,Crack,Medium,Floor 3 - West Wing,Wall,Inspector,82,Open
SA-R04601,Efflorescence,Low,Floor 2 - Zone C,Wall,Inspector,88,Resolved
SA-R04602,Honeycombing,Medium,Floor 5 - Zone C,Column,AI,87,InProgress
SA-R04602,Corrosion,High,Floor 3 - Zone B,Foundation,Inspector,92,Verified
SA-R04602,Crack,Medium,Floor 1 - Core Area,Column,Inspector,97,InProgress
SA-R04603,Settlement Crack,Critical,Floor 1 - West Wing,Wall,Inspector,76,Open
SA-R04603,Crack,High,Floor 2 - East Wing,Beam,AI,91,Open
SA-R04603,Crack,Medium,Floor 2 - Zone C,Column,Inspector,82,InProgress
SA-R04604,Efflorescence,Low,Floor 4 - Core Area,Wall,AI,78,InProgress
SA-R04605,Efflorescence,High,Floor 2 - Core Area,Slab,AI,82,Resolved
SA-R04606,Settlement Crack,Critical,Floor 3 - Zone B,Wall,AI,98,Verified
SA-R04606,Honeycombing,Medium,Floor 2 - Zone A,Wall,Inspector,84,InProgress
SA-R04606,Crack,Medium,Floor 3 - Core Area,Wall,Inspector,79,Verified
SA-R04607,Corrosion,High,Floor 10 - West Wing,Column,AI,85,Open
SA-R04607,Efflorescence,Low,Floor 7 - Zone B,Wall,Inspector,98,InProgress
SA-R04609,Efflorescence,High,Floor 4 - West Wing,Wall,AI,84,Resolved
SA-R04609,Honeycombing,Medium,Floor 2 - West Wing,Column,AI,97,Verified
SA-R04609,Crack,Critical,Floor 2 - East Wing,Column,Inspector,87,Open
SA-R04610,Corrosion,Critical,Floor 3 - Core Area,Column,AI,94,Resolved
SA-R04610,Crack,Medium,Floor 1 - Core Area,Slab,AI,90,Verified
SA-R04610,Spalling,Critical,Floor 6 - Zone B,Slab,AI,78,Verified
SA-R04611,Honeycombing,Critical,Floor 7 - Zone A,Column,Inspector,79,InProgress
SA-R04611,Spalling,High,Floor 3 - Zone C,Slab,Inspector,98,InProgress
SA-R04611,Honeycombing,Medium,Floor 12 - Zone C,Column,Inspector,85,InProgress
SA-R04613,Corrosion,High,Floor 17 - East Wing,Foundation,AI,83,InProgress
SA-R04613,Crack,Medium,Floor 17 - Zone A,Column,AI,81,InProgress
SA-R04613,Efflorescence,Critical,Floor 32 - Core Area,Slab,AI,82,Open
SA-R04614,Settlement Crack,Critical,Floor 1 - West Wing,Wall,AI,98,Resolved
SA-R04615,Crack,Medium,Floor 1 - Zone C,Column,AI,78,InProgress
SA-R04615,Honeycombing,Medium,Floor 1 - East Wing,Wall,Inspector,78,Resolved
SA-R04615,Efflorescence,Low,Floor 1 - East Wing,Wall,AI,94,Verified
SA-R04616,Corrosion,Critical,Floor 1 - Zone A,Foundation,AI,93,Resolved
SA-R04618,Settlement Crack,Critical,Floor 7 - Core Area,Foundation,AI,79,Open
SA-R04618,Crack,Medium,Floor 8 - West Wing,Wall,AI,91,Verified
SA-R04621,Crack,Medium,Floor 6 - East Wing,Column,Inspector,76,Verified
SA-R04621,Corrosion,Critical,Floor 6 - Zone B,Foundation,AI,89,InProgress
SA-R04622,Honeycombing,Medium,Floor 1 - West Wing,Column,Inspector,86,Resolved
SA-R04623,Settlement Crack,High,Floor 1 - Core Area,Foundation,Inspector,92,Open
SA-R04623,Settlement Crack,Critical,Floor 1 - Zone A,Wall,AI,82,InProgress
SA-R04624,Settlement Crack,Critical,Floor 1 - Core Area,Wall,AI,85,Verified
SA-R04624,Settlement Crack,Critical,Floor 2 - Zone B,Foundation,Inspector,90,Verified
SA-R04625,Settlement Crack,Critical,Floor 2 - East Wing,Wall,AI,84,Open
SA-R04627,Settlement Crack,Critical,Floor 1 - Zone A,Foundation,AI,87,Open
SA-R04627,Efflorescence,Low,Floor 1 - West Wing,Wall,Inspector,94,InProgress
SA-R04628,Corrosion,High,Floor 2 - Zone C,Beam,Inspector,96,Verified
SA-R04628,Honeycombing,Critical,Floor 5 - Zone C,Beam,Inspector,98,Verified
SA-R04628,Crack,Medium,Floor 4 - West Wing,Slab,AI,97,Verified
SA-R04629,Corrosion,High,Floor 1 - Core Area,Foundation,Inspector,87,InProgress
SA-R04630,Honeycombing,Critical,Floor 2 - Core Area,Wall,Inspector,76,Resolved
SA-R04631,Corrosion,High,Floor 2 - West Wing,Foundation,Inspector,84,Verified
SA-R04631,Efflorescence,Low,Floor 1 - Zone C,Slab,Inspector,83,Resolved
SA-R04632,Honeycombing,Medium,Floor 1 - East Wing,Beam,AI,99,Open
SA-R04633,Efflorescence,Low,Floor 1 - West Wing,Slab,AI,85,Resolved
SA-R04634,Settlement Crack,Critical,Floor 1 - Zone B,Wall,Inspector,80,InProgress
SA-R04634,Honeycombing,Medium,Floor 4 - West Wing,Beam,Inspector,75,Open
SA-R04634,Settlement Crack,Critical,Floor 3 - West Wing,Foundation,AI,77,Resolved
SA-R04635,Spalling,High,Floor 2 - Zone A,Column,Inspector,80,Open
SA-R04635,Corrosion,High,Floor 1 - Core Area,Foundation,AI,76,Verified
SA-R04635,Efflorescence,Low,Floor 1 - Zone A,Slab,Inspector,88,Open
SA-R04637,Corrosion,High,Floor 4 - Zone C,Foundation,Inspector,90,Resolved
SA-R04639,Efflorescence,Low,Floor 1 - East Wing,Slab,AI,92,Open
SA-R04639,Spalling,High,Floor 2 - Zone C,Beam,Inspector,85,InProgress
SA-R04639,Settlement Crack,Critical,Floor 1 - West Wing,Wall,AI,91,InProgress
SA-R04640,Spalling,Critical,Floor 1 - Zone A,Beam,Inspector,92,Resolved
SA-R04641,Corrosion,Critical,Floor 2 - Core Area,Foundation,AI,96,Verified
SA-R04641,Corrosion,High,Floor 3 - West Wing,Foundation,Inspector,96,Verified
SA-R04643,Efflorescence,Low,Floor 3 - Zone C,Wall,Inspector,76,Open
SA-R04645,Settlement Crack,High,Floor 1 - Core Area,Wall,AI,75,Verified
SA-R04645,Settlement Crack,High,Floor 1 - East Wing,Wall,Inspector,79,Verified
SA-R04646,Spalling,High,Floor 13 - Zone A,Beam,Inspector,77,InProgress
SA-R04646,Corrosion,High,Floor 26 - East Wing,Column,AI,86,Resolved
SA-R04646,Crack,Medium,Floor 4 - Zone A,Column,Inspector,84,Resolved
SA-R04648,Corrosion,High,Floor 2 - West Wing,Beam,Inspector,79,Verified
SA-R04649,Corrosion,High,Floor 2 - Zone C,Beam,Inspector,89,Verified
SA-R04649,Crack,Medium,Floor 1 - Zone B,Beam,Inspector,76,Verified
SA-R04651,Efflorescence,Low,Floor 4 - Zone A,Slab,AI,88,Open
SA-R04652,Spalling,High,Floor 14 - Zone C,Beam,Inspector,76,InProgress
SA-R04652,Corrosion,High,Floor 5 - East Wing,Beam,Inspector,89,Verified
SA-R04653,Settlement Crack,Critical,Floor 3 - Zone B,Wall,AI,98,Open
SA-R04653,Settlement Crack,High,Floor 1 - Core Area,Foundation,Inspector,79,Verified
SA-R04653,Settlement Crack,Critical,Floor 1 - Core Area,Foundation,AI,77,Open
SA-R04654,Honeycombing,Critical,Floor 1 - West Wing,Column,Inspector,93,Resolved
SA-R04654,Efflorescence,Low,Floor 1 - Zone B,Slab,AI,92,Verified
SA-R04654,Corrosion,High,Floor 2 - Zone C,Foundation,Inspector,88,InProgress
SA-R04656,Spalling,High,Floor 3 - East Wing,Slab,Inspector,88,Resolved
SA-R04656,Efflorescence,Low,Floor 3 - Core Area,Wall,AI,76,Verified
SA-R04656,Crack,Medium,Floor 3 - Zone B,Slab,Inspector,95,InProgress
SA-R04658,Settlement Crack,Critical,Floor 1 - West Wing,Foundation,Inspector,80,Verified
SA-R04658,Settlement Crack,Critical,Floor 1 - Core Area,Wall,Inspector,90,InProgress
SA-R04659,Efflorescence,Low,Floor 2 - West Wing,Wall,AI,95,Verified
SA-R04659,Crack,Medium,Floor 2 - Zone C,Slab,Inspector,83,Open
SA-R04659,Honeycombing,Medium,Floor 1 - East Wing,Column,Inspector,83,Open
SA-R04661,Crack,Critical,Floor 2 - Zone A,Beam,AI,84,InProgress
SA-R04661,Efflorescence,Critical,Floor 2 - East Wing,Wall,Inspector,79,Verified
SA-R04663,Spalling,High,Floor 1 - Zone A,Slab,Inspector,83,Open
SA-R04663,Efflorescence,Low,Floor 1 - Zone A,Slab,AI,86,Open
SA-R04664,Settlement Crack,Critical,Floor 1 - Zone A,Foundation,AI,90,Resolved
SA-R04664,Corrosion,High,Floor 1 - West Wing,Foundation,AI,91,Open
SA-R04664,Corrosion,Critical,Floor 1 - East Wing,Foundation,Inspector,89,InProgress
SA-R04665,Honeycombing,Medium,Floor 3 - West Wing,Column,Inspector,94,Verified
SA-R04666,Corrosion,High,Floor 6 - West Wing,Beam,Inspector,97,Verified
SA-R04666,Settlement Crack,Critical,Floor 5 - Zone A,Foundation,AI,79,Resolved
SA-R04667,Spalling,Critical,Floor 34 - Zone B,Column,Inspector,75,Open
SA-R04668,Spalling,High,Floor 1 - West Wing,Slab,AI,98,Resolved
SA-R04668,Spalling,High,Floor 1 - Zone A,Slab,Inspector,81,Resolved
SA-R04669,Efflorescence,High,Floor 6 - West Wing,Wall,Inspector,83,Open
SA-R04669,Settlement Crack,High,Floor 1 - Zone B,Wall,Inspector,78,InProgress
SA-R04670,Efflorescence,Low,Floor 4 - Zone B,Slab,Inspector,96,InProgress
SA-R04670,Corrosion,Critical,Floor 2 - Zone B,Beam,AI,94,Open
SA-R04671,Corrosion,High,Floor 1 - Zone C,Column,AI,79,Verified
SA-R04671,Corrosion,High,Floor 2 - East Wing,Beam,Inspector,86,Open
SA-R04672,Corrosion,High,Floor 2 - Zone A,Beam,AI,96,InProgress
SA-R04672,Honeycombing,Medium,Floor 2 - West Wing,Beam,AI,94,Open
SA-R04673,Efflorescence,Low,Floor 1 - Zone C,Slab,Inspector,87,Verified
SA-R04674,Spalling,Critical,Floor 2 - West Wing,Slab,AI,97,Resolved
SA-R04674,Efflorescence,Low,Floor 1 - Core Area,Wall,AI,75,Verified
SA-R04675,Efflorescence,Low,Floor 3 - Core Area,Wall,AI,82,Resolved
SA-R04675,Settlement Crack,Critical,Floor 3 - Zone A,Wall,AI,97,Resolved
SA-R04675,Efflorescence,Low,Floor 3 - Zone A,Wall,Inspector,98,Verified
SA-R04676,Corrosion,High,Floor 4 - East Wing,Foundation,AI,90,Resolved
SA-R04676,Efflorescence,Critical,Floor 5 - Zone C,Slab,Inspector,85,Open
SA-R04677,Settlement Crack,High,Floor 3 - East Wing,Wall,AI,93,Open
SA-R04678,Corrosion,High,Floor 1 - Zone A,Beam,AI,87,InProgress
SA-R04678,Settlement Crack,Critical,Floor 1 - East Wing,Wall,Inspector,77,Resolved
SA-R04678,Corrosion,Critical,Floor 1 - Zone C,Beam,AI,97,Resolved
SA-R04679,Honeycombing,Medium,Floor 2 - Zone B,Beam,AI,90,Open
SA-R04679,Corrosion,Critical,Floor 1 - West Wing,Beam,AI,96,Resolved
SA-R04680,Settlement Crack,Critical,Floor 1 - Zone A,Foundation,Inspector,80,Verified
SA-R04680,Efflorescence,Low,Floor 5 - Zone B,Slab,AI,83,Verified
SA-R04681,Crack,Medium,Floor 4 - Core Area,Column,Inspector,91,InProgress
SA-R04682,Corrosion,High,Floor 2 - Zone A,Foundation,AI,94,Resolved
SA-R04682,Settlement Crack,Critical,Floor 1 - Zone C,Foundation,AI,84,Open
SA-R04683,Spalling,High,Floor 3 - Zone A,Beam,Inspector,95,InProgress
SA-R04683,Spalling,High,Floor 3 - Zone B,Column,Inspector,83,Resolved
SA-R04684,Spalling,High,Floor 10 - Core Area,Column,Inspector,93,InProgress
SA-R04684,Efflorescence,Low,Floor 14 - West Wing,Wall,Inspector,89,Verified
SA-R04684,Honeycombing,Critical,Floor 12 - Zone B,Column,AI,80,InProgress
SA-R04685,Spalling,High,Floor 2 - Core Area,Column,Inspector,86,Resolved
SA-R04685,Corrosion,High,Floor 4 - Zone C,Beam,Inspector,83,Open
SA-R04686,Spalling,High,Floor 5 - Core Area,Beam,AI,81,Resolved
SA-R04686,Honeycombing,Medium,Floor 3 - Core Area,Beam,AI,76,Open
SA-R04689,Corrosion,High,Floor 3 - West Wing,Foundation,AI,98,InProgress
SA-R04689,Corrosion,High,Floor 4 - East Wing,Foundation,Inspector,75,Open
SA-R04689,Honeycombing,Medium,Floor 5 - Zone C,Beam,Inspector,80,InProgress
SA-R04691,Spalling,High,Floor 5 - Core Area,Beam,Inspector,83,Resolved
SA-R04693,Spalling,High,Floor 5 - East Wing,Column,AI,81,Resolved
SA-R04693,Honeycombing,Critical,Floor 4 - Core Area,Beam,Inspector,83,Open
SA-R04693,Corrosion,High,Floor 8 - Zone B,Column,AI,93,Resolved
SA-R04694,Settlement Crack,Critical,Floor 1 - Zone C,Wall,Inspector,94,Verified
SA-R04694,Honeycombing,High,Floor 1 - East Wing,Column,Inspector,76,Resolved
SA-R04694,Efflorescence,Low,Floor 2 - Zone A,Slab,Inspector,86,Open
SA-R04695,Efflorescence,Low,Floor 1 - Zone C,Slab,Inspector,92,InProgress
SA-R04695,Corrosion,High,Floor 2 - Zone B,Column,AI,79,Verified
SA-R04696,Spalling,High,Floor 8 - West Wing,Beam,AI,77,Verified
SA-R04696,Corrosion,High,Floor 13 - East Wing,Column,AI,85,Open
SA-R04696,Settlement Crack,Critical,Floor 3 - Zone B,Foundation,Inspector,82,Verified
SA-R04697,Settlement Crack,Critical,Floor 2 - West Wing,Foundation,Inspector,97,Open
SA-R04697,Efflorescence,Low,Floor 3 - West Wing,Wall,Inspector,78,Open
SA-R04697,Efflorescence,Low,Floor 3 - Zone A,Slab,AI,91,Verified
SA-R04698,Efflorescence,Low,Floor 1 - Zone B,Slab,AI,87,InProgress
SA-R04698,Honeycombing,Medium,Floor 3 - Zone C,Beam,AI,88,Open
SA-R04699,Efflorescence,Low,Floor 29 - Zone B,Slab,AI,93,Open
SA-R04699,Honeycombing,Medium,Floor 35 - Core Area,Column,AI,78,Verified
SA-R04700,Honeycombing,Medium,Floor 2 - Zone B,Beam,Inspector,86,Verified
SA-R04702,Corrosion,High,Floor 5 - Zone C,Foundation,AI,86,Verified
SA-R04703,Honeycombing,Medium,Floor 3 - Core Area,Beam,AI,91,InProgress
SA-R04705,Crack,Medium,Floor 2 - East Wing,Wall,AI,77,Resolved
SA-R04705,Corrosion,High,Floor 3 - East Wing,Column,AI,83,Open
SA-R04707,Efflorescence,High,Floor 1 - Zone C,Wall,AI,84,Verified
SA-R04708,Crack,Medium,Floor 24 - East Wing,Column,Inspector,94,InProgress
SA-R04708,Crack,Medium,Floor 3 - Core Area,Wall,AI,76,InProgress
SA-R04709,Honeycombing,Medium,Floor 6 - Core Area,Wall,Inspector,81,Open
SA-R04709,Efflorescence,Critical,Floor 9 - Zone C,Slab,AI,75,InProgress
SA-R04709,Crack,Medium,Floor 1 - Zone B,Column,Inspector,95,Verified
SA-R04710,Corrosion,High,Floor 6 - West Wing,Column,AI,92,Resolved
SA-R04711,Honeycombing,High,Floor 15 - West Wing,Beam,AI,79,Resolved
SA-R04712,Efflorescence,Low,Floor 4 - Core Area,Slab,AI,77,Verified
SA-R04715,Efflorescence,Critical,Floor 3 - West Wing,Slab,AI,82,Open
SA-R04715,Honeycombing,High,Floor 16 - Zone B,Beam,Inspector,87,Open
SA-R04715,Settlement Crack,Critical,Floor 4 - West Wing,Wall,Inspector,93,Verified
SA-R04716,Spalling,Critical,Floor 1 - East Wing,Column,AI,90,Verified
SA-R04716,Spalling,High,Floor 2 - Zone C,Column,AI,78,InProgress
SA-R04717,Efflorescence,Low,Floor 2 - Zone B,Slab,AI,94,InProgress
SA-R04718,Efflorescence,Critical,Floor 1 - Zone A,Slab,Inspector,76,Open
SA-R04718,Crack,Medium,Floor 4 - East Wing,Beam,AI,81,Resolved
SA-R04719,Crack,Medium,Floor 5 - Zone C,Column,Inspector,85,InProgress
SA-R04720,Corrosion,High,Floor 6 - East Wing,Foundation,Inspector,87,InProgress
SA-R04720,Crack,Critical,Floor 9 - Core Area,Slab,Inspector,97,Verified
SA-R04720,Honeycombing,Medium,Floor 3 - Zone B,Wall,AI,78,InProgress
SA-R04721,Spalling,High,Floor 1 - West Wing,Beam,Inspector,97,Verified
SA-R04722,Corrosion,High,Floor 1 - Zone B,Foundation,AI,84,Verified
SA-R04722,Efflorescence,Low,Floor 6 - East Wing,Slab,AI,89,Resolved
SA-R04723,Crack,Critical,Floor 7 - Zone B,Column,Inspector,93,InProgress
SA-R04725,Settlement Crack,Critical,Floor 2 - Core Area,Wall,Inspector,81,Verified
SA-R04725,Settlement Crack,Critical,Floor 2 - West Wing,Wall,Inspector,99,Verified
SA-R04725,Corrosion,Critical,Floor 3 - Core Area,Column,Inspector,86,Verified
SA-R04727,Spalling,High,Floor 3 - West Wing,Column,AI,88,Resolved
SA-R04727,Crack,Medium,Floor 4 - East Wing,Column,AI,91,Verified
SA-R04728,Spalling,Critical,Floor 3 - West Wing,Beam,AI,95,Verified
SA-R04728,Honeycombing,Medium,Floor 5 - East Wing,Column,AI,98,Open
SA-R04729,Honeycombing,Medium,Floor 1 - Zone B,Beam,AI,75,InProgress
SA-R04730,Spalling,High,Floor 1 - West Wing,Column,AI,88,Open
SA-R04731,Settlement Crack,High,Floor 4 - Zone B,Foundation,AI,92,InProgress
SA-R04731,Corrosion,High,Floor 6 - Zone C,Foundation,Inspector,77,InProgress
SA-R04733,Efflorescence,High,Floor 1 - West Wing,Slab,Inspector,81,Resolved
SA-R04734,Efflorescence,Low,Floor 5 - Zone C,Wall,Inspector,96,Verified
SA-R04734,Crack,Medium,Floor 4 - West Wing,Beam,AI,76,Resolved
SA-R04735,Efflorescence,Low,Floor 1 - East Wing,Wall,AI,97,Open
SA-R04735,Honeycombing,Medium,Floor 1 - Zone B,Column,AI,86,Open
SA-R04735,Corrosion,Critical,Floor 1 - East Wing,Beam,Inspector,76,Resolved
SA-R04737,Settlement Crack,Critical,Floor 12 - West Wing,Wall,Inspector,98,Resolved
SA-R04737,Honeycombing,Medium,Floor 4 - Zone A,Column,AI,97,Resolved
SA-R04738,Spalling,Critical,Floor 5 - Zone A,Column,AI,83,Resolved
SA-R04738,Honeycombing,High,Floor 4 - West Wing,Beam,Inspector,81,InProgress
SA-R04739,Efflorescence,Low,Floor 2 - Zone B,Slab,Inspector,88,Resolved
SA-R04741,Honeycombing,Medium,Floor 1 - East Wing,Column,Inspector,99,Open
SA-R04744,Settlement Crack,Critical,Floor 1 - West Wing,Foundation,AI,94,Verified
SA-R04744,Settlement Crack,Critical,Floor 1 - Zone B,Wall,Inspector,90,Resolved
SA-R04744,Spalling,High,Floor 1 - West Wing,Column,Inspector,95,Open
SA-R04745,Crack,Critical,Floor 1 - East Wing,Column,AI,82,Open
SA-R04746,Corrosion,High,Floor 2 - Zone C,Foundation,AI,79,Verified
SA-R04747,Settlement Crack,Critical,Floor 4 - Zone C,Foundation,AI,77,Resolved
SA-R04747,Spalling,High,Floor 1 - Zone A,Column,AI,87,InProgress
SA-R04747,Honeycombing,High,Floor 1 - Zone B,Wall,Inspector,98,InProgress
SA-R04748,Spalling,High,Floor 2 - Zone A,Beam,Inspector,97,Verified
SA-R04748,Settlement Crack,Critical,Floor 1 - Zone C,Foundation,AI,98,Verified
SA-R04749,Settlement Crack,High,Floor 2 - Zone C,Wall,Inspector,95,InProgress
SA-R04749,Efflorescence,Low,Floor 4 - Zone C,Wall,Inspector,76,InProgress
SA-R04751,Crack,High,Floor 5 - Zone C,Slab,Inspector,86,Verified
SA-R04751,Settlement Crack,Critical,Floor 2 - Zone A,Wall,Inspector,96,Verified
SA-R04751,Honeycombing,High,Floor 2 - West Wing,Wall,Inspector,77,Open
SA-R04752,Crack,Medium,Floor 1 - East Wing,Slab,AI,77,InProgress
SA-R04752,Settlement Crack,Critical,Floor 1 - Core Area,Foundation,Inspector,86,Resolved
SA-R04753,Corrosion,Critical,Floor 1 - Zone A,Column,AI,78,Open
SA-R04753,Efflorescence,Low,Floor 2 - Zone A,Wall,Inspector,92,Resolved
SA-R04753,Settlement Crack,Critical,Floor 4 - Zone A,Wall,Inspector,84,Verified
SA-R04754,Settlement Crack,Critical,Floor 1 - Zone C,Foundation,Inspector,75,InProgress
SA-R04754,Settlement Crack,Critical,Floor 1 - Zone A,Wall,Inspector,95,Resolved
SA-R04754,Efflorescence,Low,Floor 1 - Zone A,Wall,AI,96,Verified
SA-R04756,Crack,Critical,Floor 1 - Zone C,Wall,AI,99,InProgress
SA-R04756,Honeycombing,High,Floor 1 - East Wing,Wall,AI,95,Verified
SA-R04756,Efflorescence,High,Floor 1 - East Wing,Wall,AI,87,Resolved
SA-R04758,Settlement Crack,Critical,Floor 2 - Zone C,Wall,AI,88,Resolved
SA-R04758,Efflorescence,Low,Floor 4 - Zone C,Wall,AI,97,Verified
SA-R04759,Honeycombing,High,Floor 2 - Zone B,Wall,Inspector,96,Verified
SA-R04760,Spalling,High,Floor 9 - Core Area,Beam,Inspector,88,Open
SA-R04761,Honeycombing,Medium,Floor 3 - Zone C,Beam,Inspector,99,Open
SA-R04761,Spalling,High,Floor 2 - Zone C,Column,Inspector,75,InProgress
SA-R04762,Spalling,Critical,Floor 8 - West Wing,Column,AI,86,Verified
SA-R04762,Corrosion,High,Floor 4 - Core Area,Column,AI,93,Verified
SA-R04762,Crack,Medium,Floor 4 - Core Area,Slab,AI,83,Verified
SA-R04763,Corrosion,High,Floor 1 - Core Area,Foundation,AI,94,Open
SA-R04763,Spalling,High,Floor 1 - Core Area,Column,AI,99,Resolved
SA-R04763,Crack,Medium,Floor 2 - East Wing,Slab,AI,83,Open
SA-R04764,Crack,Medium,Floor 3 - West Wing,Wall,AI,86,InProgress
SA-R04764,Honeycombing,Medium,Floor 7 - East Wing,Beam,Inspector,89,Verified
SA-R04765,Crack,Medium,Floor 1 - Zone C,Slab,AI,84,Resolved
SA-R04765,Settlement Crack,Critical,Floor 1 - Zone A,Wall,Inspector,93,Resolved
SA-R04765,Honeycombing,Medium,Floor 1 - Zone C,Beam,Inspector,85,Open
SA-R04766,Efflorescence,Low,Floor 1 - Zone C,Slab,Inspector,80,InProgress
SA-R04766,Spalling,High,Floor 1 - Zone A,Beam,Inspector,99,Resolved
SA-R04767,Spalling,Critical,Floor 28 - Zone C,Column,AI,80,Open
SA-R04769,Settlement Crack,High,Floor 4 - Core Area,Foundation,Inspector,88,Verified
SA-R04769,Honeycombing,Medium,Floor 5 - Core Area,Wall,AI,87,InProgress
SA-R04769,Settlement Crack,Critical,Floor 4 - Zone A,Foundation,AI,84,InProgress
SA-R04771,Spalling,High,Floor 2 - Zone A,Beam,Inspector,93,Resolved
SA-R04772,Settlement Crack,Critical,Floor 8 - Zone A,Foundation,Inspector,87,InProgress
SA-R04772,Honeycombing,Medium,Floor 7 - Zone B,Wall,AI,78,Open
SA-R04773,Spalling,High,Floor 5 - Zone A,Slab,Inspector,77,InProgress
SA-R04773,Efflorescence,Critical,Floor 26 - Zone B,Slab,Inspector,98,Resolved
SA-R04773,Spalling,High,Floor 3 - Zone C,Column,AI,79,Resolved
SA-R04774,Efflorescence,High,Floor 2 - Zone B,Wall,AI,86,Verified
SA-R04774,Honeycombing,Medium,Floor 2 - Zone C,Beam,Inspector,89,Resolved
SA-R04776,Honeycombing,Critical,Floor 4 - Zone B,Beam,Inspector,98,Open
SA-R04776,Spalling,High,Floor 5 - East Wing,Column,AI,76,InProgress
SA-R04776,Crack,Medium,Floor 4 - Zone A,Wall,Inspector,83,Open
SA-R04780,Spalling,High,Floor 3 - Zone C,Column,Inspector,87,InProgress
SA-R04780,Spalling,High,Floor 5 - Zone C,Slab,Inspector,87,Open
SA-R04780,Corrosion,High,Floor 7 - Zone C,Foundation,Inspector,81,Resolved
SA-R04781,Efflorescence,Low,Floor 2 - West Wing,Wall,Inspector,90,Resolved
SA-R04781,Spalling,High,Floor 5 - Zone B,Column,AI,95,Verified
SA-R04781,Crack,High,Floor 5 - Core Area,Beam,AI,95,Open
SA-R04782,Crack,Medium,Floor 2 - Zone C,Beam,Inspector,88,Resolved
SA-R04782,Settlement Crack,Critical,Floor 1 - Zone C,Foundation,Inspector,93,Verified
SA-R04783,Settlement Crack,Critical,Floor 3 - Zone B,Foundation,AI,95,Resolved
SA-R04783,Crack,Medium,Floor 1 - East Wing,Column,Inspector,81,InProgress
SA-R04783,Corrosion,Critical,Floor 3 - Zone B,Beam,Inspector,75,Verified
