project_id,item_code,description_ar,category,unit,quantity,unit_price_sar,confidence,waste_factor
SA-R04485,06EA,Backfilling,EarthWork,m3,6165.67,23.83,97,0.05
SA-R04485,07WI,Curtain wall,Windows,m2,2630.61,682.36,85,0.05
SA-R04485,08CO,Lightweight concrete screed,Concrete,m3,5153.46,419.93,88,0.05
SA-R04485,09RE,Tie wire,Reinforcement,ton,4647.1,3300.2,97,0.07
SA-R04485,10PA,Emulsion paint internal,Paint,m2,5686.17,16.41,90,0.1
SA-R04485,11DO,Sliding door,Doors,no,7184.35,1038.38,97,0.02
SA-R04485,12BL,Concrete bricks,Block,m2,4930.62,36.87,99,0.06
SA-R04486,01CE,Mosaic tiles,Ceramic,m2,7991.07,57.36,79,0.1
SA-R04486,02BL,Hollow concrete blocks 20cm,Block,m2,15335.88,35.53,77,0.06
SA-R04486,03CO,Plain concrete (PC),Concrete,m3,11075.49,391.25,93,0.05
SA-R04486,04WA,Water stop,Waterproofing,m2,5748.99,51.63,78,0.08
SA-R04486,05MA,Marble cladding,Marble,m2,15845.73,159.77,83,0.08
SA-R04486,06EL,Light point,Electrical,no,8899.09,75.89,91,0.05
SA-R04486,07RE,Steel reinforcement 40ksi,Reinforcement,ton,8646.89,3425.18,81,0.07
SA-R04486,08EA,Trench excavation,EarthWork,m3,16696.43,22.71,77,0.05
SA-R04487,01DO,UPVC door,Doors,no,1248.53,1014.73,97,0.02
SA-R04487,02BL,AAC blocks,Block,m2,1142.43,38.03,81,0.06
SA-R04487,03FI,Fire hose cabinet,FireFighting,no,4125.91,289.55,81,0.03
SA-R04487,04HV,Split AC unit,HVAC,no,2466.13,2173.67,98,0.03
SA-R04487,05EL,PVC conduit,Electrical,no,1516.84,68.16,89,0.05
SA-R04488,01WA,Bitumen waterproofing,Waterproofing,m2,10876.29,50.5,91,0.08
SA-R04488,02EL,Earthing system,Electrical,no,17614.25,80.72,97,0.05
SA-R04488,03PL,Cement plaster external,Plaster,m2,13212.19,28.4,87,0.1
SA-R04488,04MA,Granite countertop,Marble,m2,20806.1,157.02,78,0.08
SA-R04488,05BL,Hollow concrete blocks 20cm,Block,m2,17244.08,37.26,87,0.06
SA-R04488,06WI,Aluminum window fixed,Windows,m2,8702.03,674.1,77,0.05
SA-R04489,01EL,PVC conduit,Electrical,no,6469.78,73.76,88,0.05
SA-R04489,02BL,Hollow concrete blocks 20cm,Block,m2,9247.16,36.85,97,0.06
SA-R04489,03MA,Granite countertop,Marble,m2,3558.52,161.54,92,0.08
SA-R04489,04DO,UPVC door,Doors,no,9991.66,1103.12,87,0.02
SA-R04489,05WA,Polymer waterproofing,Waterproofing,m2,7193.32,48.45,81,0.08
SA-R04489,06RE,Steel reinforcement 60ksi,Reinforcement,ton,5867.15,3398.63,75,0.07
SA-R04489,07CE,Mosaic tiles,Ceramic,m2,2083.02,59.32,79,0.1
SA-R04489,08CO,RC stairs,Concrete,m3,8072.64,387.44,97,0.05
SA-R04489,09FI,Fire alarm panel,FireFighting,no,7758.8,280.43,75,0.03
SA-R04489,10PL,Gypsum plaster,Plaster,m2,9860.72,25.14,89,0.1
SA-R04489,11PL,Water heater,Plumbing,no,9876.27,101.87,86,0.05
SA-R04489,12HV,Diffuser,HVAC,no,9723.13,2268.01,76,0.03
SA-R04490,01DO,Fire rated door,Doors,no,4249.54,1104.74,99,0.02
SA-R04490,02FI,Sprinkler head,FireFighting,no,12630.28,331.75,91,0.03
SA-R04490,03EA,Trench excavation,EarthWork,m3,21870.45,22.1,96,0.05
SA-R04490,04EL,Switch socket,Electrical,no,18582.83,76.62,96,0.05
SA-R04490,05CE,Skirting,Ceramic,m2,13512.27,57.95,85,0.1
SA-R04490,06CO,RC beams,Concrete,m3,14018.98,393.91,87,0.05
SA-R04491,01CO,RC stairs,Concrete,m3,486.72,378.29,78,0.05
SA-R04491,02EA,Excavation for foundations,EarthWork,m3,107.69,19.81,76,0.05
SA-R04491,03CE,Mosaic tiles,Ceramic,m2,185.85,52.91,90,0.1
SA-R04491,04FI,Fire alarm panel,FireFighting,no,222.64,290.91,82,0.03
SA-R04491,05DO,UPVC door,Doors,no,431.75,1028.09,77,0.02
SA-R04491,06PL,Cement plaster internal,Plaster,m2,160.75,22.39,95,0.1
SA-R04491,07EL,Light point,Electrical,no,111.81,71.43,79,0.05
SA-R04491,08RE,Steel reinforcement 60ksi,Reinforcement,ton,313.68,3135.75,78,0.07
SA-R04491,09HV,Air handling unit,HVAC,no,426.63,2097.7,81,0.03
SA-R04491,10PL,PVC pipe 50mm,Plumbing,no,290.39,94.39,75,0.05
SA-R04491,11PA,Oil paint external,Paint,m2,351.16,14.46,97,0.1
SA-R04491,12WA,Bitumen waterproofing,Waterproofing,m2,374.99,44.95,76,0.08
SA-R04492,01PL,PVC pipe 110mm,Plumbing,no,7368.38,104.02,91,0.05
SA-R04492,02EA,Trench excavation,EarthWork,m3,3181.81,20.74,84,0.05
SA-R04492,03CE,Wall tiles,Ceramic,m2,11548,52.83,98,0.1
SA-R04492,04EL,Wire 4mm,Electrical,no,11363.99,70.98,85,0.05
SA-R04492,05HV,Air handling unit,HVAC,no,10437.34,2169.49,98,0.03
SA-R04492,06CO,Lightweight concrete screed,Concrete,m3,5071.28,395.14,92,0.05
SA-R04492,07WA,Water stop,Waterproofing,m2,9266.08,44.9,79,0.08
SA-R04492,08WI,Glass partition,Windows,m2,11536.78,626.97,80,0.05
SA-R04492,09DO,Wooden door,Doors,no,15329.59,980.53,91,0.02
SA-R04492,10PA,Emulsion paint internal,Paint,m2,13050.45,15.76,89,0.1
SA-R04492,11PL,Scratch coat,Plaster,m2,2762.01,24.11,90,0.1
SA-R04493,01WA,Polymer waterproofing,Waterproofing,m2,4118.53,46.45,98,0.08
SA-R04493,02EA,Excavation for foundations,EarthWork,m3,8540.46,22.38,80,0.05
SA-R04493,03BL,Hollow concrete blocks 10cm,Block,m2,1559.19,38.23,96,0.06
SA-R04493,04FI,Sprinkler head,FireFighting,no,8760.73,305.07,96,0.03
SA-R04493,05PA,Textured paint,Paint,m2,2223.86,16.37,99,0.1
SA-R04493,06CE,Skirting,Ceramic,m2,9440.07,57.92,80,0.1
SA-R04494,01PL,Water tank GRP,Plumbing,no,3055.2,87.83,89,0.05
SA-R04494,02EA,Site grading,EarthWork,m3,12205.9,17.67,91,0.05
SA-R04494,03PA,Oil paint external,Paint,m2,7522.21,12.32,88,0.1
SA-R04494,04FI,Fire hose cabinet,FireFighting,no,9604.64,260.3,98,0.03
SA-R04494,05MA,Marble cladding,Marble,m2,2506.48,129.22,76,0.08
SA-R04495,01WI,Curtain wall,Windows,m2,2220.08,619.84,82,0.05
SA-R04495,02RE,Steel mesh,Reinforcement,ton,1866.7,3052.85,96,0.07
SA-R04495,03PL,Sanitary fitting,Plumbing,no,2897.82,103.29,90,0.05
SA-R04495,04EL,MCB,Electrical,no,3946.06,66.35,85,0.05
SA-R04495,05CE,Mosaic tiles,Ceramic,m2,2805.05,51.22,98,0.1
SA-R04495,06CO,RC beams,Concrete,m3,4101.6,348.93,93,0.05
SA-R04495,07HV,Ducted AC,HVAC,no,2164.75,1993.75,95,0.03
SA-R04495,08EA,Backfilling,EarthWork,m3,1671.46,19.13,80,0.05
SA-R04495,09FI,Emergency light,FireFighting,no,3720.57,293.27,93,0.03
SA-R04496,01PL,Floor drain,Plumbing,no,6396.37,93.21,83,0.05
SA-R04496,02BL,AAC blocks,Block,m2,16501.17,34.63,98,0.06
SA-R04496,03EL,Freight elevator,Elevator,no,7328.03,200675.25,76,0.01
SA-R04496,04FI,Fire extinguisher,FireFighting,no,4123.48,281.06,98,0.03
SA-R04496,05RE,Steel reinforcement 60ksi,Reinforcement,ton,7592.1,3007.73,82,0.07
SA-R04496,06CO,Reinforced concrete (RC) foundations,Concrete,m3,21988.87,365.85,86,0.05
SA-R04496,07WA,Liquid membrane,Waterproofing,m2,20120.95,43.51,79,0.08
SA-R04496,08PA,Emulsion paint internal,Paint,m2,16072.16,14.07,80,0.1
SA-R04496,09WI,Curtain wall,Windows,m2,25092.64,588.08,85,0.05
SA-R04497,01DO,Sliding door,Doors,no,423.2,940.54,86,0.02
SA-R04497,02EL,Wire 4mm,Electrical,no,479.36,68.08,86,0.05
SA-R04497,03CO,Plain concrete (PC),Concrete,m3,2546.88,334.47,91,0.05
SA-R04497,04CE,Porcelain tiles 60x60,Ceramic,m2,1018.17,50.17,77,0.1
SA-R04497,05BL,AAC blocks,Block,m2,2410.98,34.49,82,0.06
SA-R04497,06EL,Freight elevator,Elevator,no,2544.07,201567.7,81,0.01
SA-R04497,07FI,Sprinkler head,FireFighting,no,1740.73,269.46,95,0.03
SA-R04497,08PL,Gypsum plaster,Plaster,m2,1798.82,23.72,92,0.1
SA-R04497,09WI,Aluminum window fixed,Windows,m2,1661.36,604.29,89,0.05
SA-R04497,10PA,Textured paint,Paint,m2,2494.37,13.71,97,0.1
SA-R04497,11HV,Air handling unit,HVAC,no,2198.7,1757.95,87,0.03
SA-R04497,12EA,Excavation for foundations,EarthWork,m3,440.2,19.32,94,0.05
SA-R04498,01EA,Backfilling,EarthWork,m3,14699.8,21.1,90,0.05
SA-R04498,02PL,Floor drain,Plumbing,no,23400.36,103.88,82,0.05
SA-R04498,03PA,Emulsion paint internal,Paint,m2,10086.63,15.12,89,0.1
SA-R04498,04HV,Air handling unit,HVAC,no,25930.46,1968.92,95,0.03
SA-R04498,05EL,Escalator,Elevator,no,13658.44,202752.31,99,0.01
SA-R04498,06WI,Glass partition,Windows,m2,17418.86,638.5,80,0.05
SA-R04498,07FI,Emergency light,FireFighting,no,25964.57,304.7,98,0.03
SA-R04498,08CO,RC beams,Concrete,m3,20250.35,363.6,94,0.05
SA-R04498,09DO,Fire rated door,Doors,no,26866.35,1024.29,87,0.02
SA-R04498,10WA,Water stop,Waterproofing,m2,26718.41,44.22,80,0.08
SA-R04499,01PL,Copper pipe 15mm,Plumbing,no,1176.21,88.26,85,0.05
SA-R04499,02PA,Textured paint,Paint,m2,302.59,13.39,84,0.1
SA-R04499,03WA,Liquid membrane,Waterproofing,m2,389.83,42.67,87,0.08
SA-R04499,04EA,Trench excavation,EarthWork,m3,1078.66,19.16,88,0.05
SA-R04499,05PL,Gypsum plaster,Plaster,m2,886.08,21.7,89,0.1
SA-R04499,06DO,Fire rated door,Doors,no,789.5,955.03,96,0.02
SA-R04499,07FI,Fire extinguisher,FireFighting,no,897.24,275.85,92,0.03
SA-R04499,08EL,Passenger elevator 10 stop,Elevator,no,187.79,199526.89,89,0.01
SA-R04499,09RE,Tie wire,Reinforcement,ton,1139.14,2941.66,79,0.07
SA-R04500,01PL,Cement plaster internal,Plaster,m2,824.43,24.61,89,0.1
SA-R04500,02EA,Backfilling,EarthWork,m3,535.84,22.82,91,0.05
SA-R04500,03WI,Aluminum window sliding,Windows,m2,438.46,681.33,95,0.05
SA-R04500,04EL,Freight elevator,Elevator,no,430.82,222893.97,84,0.01
SA-R04500,05DO,Wooden door,Doors,no,571.64,1064.99,99,0.02
SA-R04500,06CO,RC stairs,Concrete,m3,325.17,403.13,80,0.05
SA-R04500,07EL,Light point,Electrical,no,288.45,75.96,81,0.05
SA-R04500,08PL,PVC pipe 110mm,Plumbing,no,741.06,104.44,78,0.05
SA-R04501,01CE,Mosaic tiles,Ceramic,m2,20406.74,59.49,76,0.1
SA-R04501,02WI,Aluminum window sliding,Windows,m2,7759.87,706.6,88,0.05
SA-R04501,03PA,Emulsion paint internal,Paint,m2,13619.57,17.28,95,0.1
SA-R04501,04EA,Soil compaction,EarthWork,m3,36202.19,22.51,96,0.05
SA-R04501,05WA,Water stop,Waterproofing,m2,32710.04,53.54,87,0.08
SA-R04501,06FI,Emergency light,FireFighting,no,5334.46,341.09,97,0.03
SA-R04501,07CO,Reinforced concrete (RC) foundations,Concrete,m3,36756.83,429.81,93,0.05
SA-R04501,08MA,Marble flooring,Marble,m2,9176,175.27,99,0.08
SA-R04501,09RE,Tie wire,Reinforcement,ton,10724.15,3392.96,97,0.07
SA-R04501,10HV,Air handling unit,HVAC,no,33346.89,2389.78,75,0.03
SA-R04501,11EL,Passenger elevator 10 stop,Elevator,no,36942.75,234262.47,87,0.01
SA-R04501,12EL,Wire 2.5mm,Electrical,no,20022.1,78.72,90,0.05
SA-R04502,01WA,Water stop,Waterproofing,m2,39628.99,45.58,96,0.08
SA-R04502,02WI,Aluminum window fixed,Windows,m2,25702.67,579.96,84,0.05
SA-R04502,03FI,Smoke detector,FireFighting,no,23662.62,262.85,78,0.03
SA-R04502,04EA,Excavation for foundations,EarthWork,m3,46847.93,19.8,80,0.05
SA-R04502,05CO,RC columns,Concrete,m3,37039.71,364.49,82,0.05
SA-R04503,01BL,AAC blocks,Block,m2,5460.25,36.24,95,0.06
SA-R04503,02RE,Steel mesh,Reinforcement,ton,7932.42,3190.53,80,0.07
SA-R04503,03EL,Passenger elevator 6 stop,Elevator,no,13116.66,217959.96,78,0.01
SA-R04503,04WA,Bitumen waterproofing,Waterproofing,m2,26233.31,45.79,84,0.08
SA-R04503,05PL,Cement plaster external,Plaster,m2,14727.36,23.22,87,0.1
SA-R04503,06DO,UPVC door,Doors,no,16022.56,935.19,95,0.02
SA-R04503,07EL,Wire 4mm,Electrical,no,15433.25,66.79,77,0.05
SA-R04503,08PA,Anti-mold paint,Paint,m2,13208.46,14.6,99,0.1
SA-R04503,09MA,Granite countertop,Marble,m2,5409.15,151.28,96,0.08
SA-R04503,10CO,Lightweight concrete screed,Concrete,m3,23663.46,378.43,79,0.05
SA-R04503,11FI,Fire hose cabinet,FireFighting,no,5750.07,269.94,78,0.03
SA-R04504,01CE,Skirting,Ceramic,m2,409.21,47.14,87,0.1
SA-R04504,02BL,AAC blocks,Block,m2,336.35,34.37,90,0.06
SA-R04504,03DO,UPVC door,Doors,no,468.24,912.64,87,0.02
SA-R04504,04RE,Steel mesh,Reinforcement,ton,285.33,2926.82,89,0.07
SA-R04504,05CO,RC shear walls,Concrete,m3,282.43,358.28,88,0.05
SA-R04505,01CO,RC stairs,Concrete,m3,49551.57,408.46,94,0.05
SA-R04505,02PL,Scratch coat,Plaster,m2,85151.47,24.22,93,0.1
SA-R04505,03WA,Bitumen waterproofing,Waterproofing,m2,82865.92,50.09,88,0.08
SA-R04505,04CE,Wall tiles,Ceramic,m2,60071.34,58.71,97,0.1
SA-R04505,05EA,Backfilling,EarthWork,m3,32317.73,23.01,92,0.05
SA-R04505,06WI,Glass partition,Windows,m2,23265.03,688.8,93,0.05
SA-R04506,01EL,Switch socket,Electrical,no,221.45,79.97,76,0.05
SA-R04506,02EA,Backfilling,EarthWork,m3,416.78,24.1,93,0.05
SA-R04506,03MA,Granite countertop,Marble,m2,477.69,175.05,78,0.08
SA-R04506,04CO,RC columns,Concrete,m3,252.53,429.17,87,0.05
SA-R04506,05EL,Passenger elevator 6 stop,Elevator,no,165.01,249197.57,82,0.01
SA-R04506,06HV,Diffuser,HVAC,no,487.19,2597.82,80,0.03
SA-R04506,07RE,Steel mesh,Reinforcement,ton,297.52,3895.02,78,0.07
SA-R04506,08BL,Hollow concrete blocks 15cm,Block,m2,428.72,41.17,97,0.06
SA-R04506,09PL,Gypsum plaster,Plaster,m2,89.93,27.55,91,0.1
SA-R04506,10FI,Sprinkler head,FireFighting,no,444.26,340.42,87,0.03
SA-R04506,11WA,Polymer waterproofing,Waterproofing,m2,285.11,51.54,93,0.08
SA-R04507,01EA,Backfilling,EarthWork,m3,22337.08,23.47,75,0.05
SA-R04507,02WA,Polymer waterproofing,Waterproofing,m2,35491.19,50.95,93,0.08
SA-R04507,03PA,Oil paint external,Paint,m2,27184.52,16.79,97,0.1
SA-R04507,04HV,Ductwork,HVAC,no,23494.38,2403.26,87,0.03
SA-R04507,05CO,RC stairs,Concrete,m3,28051.9,444.02,90,0.05
SA-R04507,06EL,Passenger elevator 10 stop,Elevator,no,19699.41,237324.08,75,0.01
SA-R04507,07DO,Fire rated door,Doors,no,8487.08,1125.11,99,0.02
SA-R04507,08FI,Sprinkler head,FireFighting,no,24104.5,325.57,98,0.03
SA-R04507,09MA,Granite countertop,Marble,m2,12086.95,168.94,77,0.08
SA-R04507,10CE,Porcelain tiles 60x60,Ceramic,m2,25667.31,62.19,75,0.1
SA-R04508,01PL,Cement plaster external,Plaster,m2,4010.77,26.25,95,0.1
SA-R04508,02EA,Soil compaction,EarthWork,m3,14986.82,23.91,97,0.05
SA-R04508,03CO,RC shear walls,Concrete,m3,14544.85,436.18,88,0.05
SA-R04508,04HV,Air handling unit,HVAC,no,6632.69,2186.13,95,0.03
SA-R04508,05EL,Escalator,Elevator,no,14103.25,221284.15,86,0.01
SA-R04508,06MA,Marble flooring,Marble,m2,17397.72,164.21,80,0.08
SA-R04509,01EL,DB panel,Electrical,no,6560.66,77.51,92,0.05
SA-R04509,02EL,Passenger elevator 6 stop,Elevator,no,4888.98,229409.03,82,0.01
SA-R04509,03CO,RC slabs,Concrete,m3,3150.93,403.34,82,0.05
SA-R04509,04FI,Emergency light,FireFighting,no,7107,328.33,76,0.03
SA-R04509,05BL,Concrete bricks,Block,m2,5894.59,37.67,83,0.06
SA-R04509,06MA,Granite countertop,Marble,m2,2212.65,168.91,89,0.08
SA-R04509,07DO,UPVC door,Doors,no,6664.35,1081.08,77,0.02
SA-R04509,08EA,Excavation for foundations,EarthWork,m3,1163.5,22.04,99,0.05
SA-R04509,09WA,Bitumen waterproofing,Waterproofing,m2,4724.64,45.39,79,0.08
SA-R04509,10RE,Steel mesh,Reinforcement,ton,2654.37,3343.84,97,0.07
SA-R04509,11WI,Aluminum window fixed,Windows,m2,7357.97,672.72,94,0.05
SA-R04510,01HV,Ductwork,HVAC,no,987.67,2177.5,99,0.03
SA-R04510,02EL,Light point,Electrical,no,694.35,72.18,75,0.05
SA-R04510,03RE,Tie wire,Reinforcement,ton,479.14,3496.92,94,0.07
SA-R04510,04CE,Porcelain tiles 60x60,Ceramic,m2,827.26,58.9,85,0.1
SA-R04510,05FI,Fire alarm panel,FireFighting,no,798.56,318.22,81,0.03
SA-R04511,01PL,PVC pipe 110mm,Plumbing,no,16814.96,96.68,88,0.05
SA-R04511,02CE,Skirting,Ceramic,m2,81357.05,50.57,91,0.1
SA-R04511,03PL,Scratch coat,Plaster,m2,72278.62,22.36,95,0.1
SA-R04511,04DO,Sliding door,Doors,no,67960.51,1038.07,81,0.02
SA-R04511,05HV,Split AC unit,HVAC,no,55247.53,1909.47,80,0.03
SA-R04511,06EA,Backfilling,EarthWork,m3,50936.89,19.81,77,0.05
SA-R04512,01PL,PVC pipe 50mm,Plumbing,no,5911.35,99.17,80,0.05
SA-R04512,02CE,Wall tiles,Ceramic,m2,3070.48,52.34,86,0.1
SA-R04512,03EA,Excavation for foundations,EarthWork,m3,4196.42,19.92,75,0.05
SA-R04512,04WI,Curtain wall,Windows,m2,5977.42,588.84,99,0.05
SA-R04512,05HV,Diffuser,HVAC,no,5859.41,2007.4,94,0.03
SA-R04512,06PA,Textured paint,Paint,m2,5413,14.61,84,0.1
SA-R04512,07CO,RC stairs,Concrete,m3,6549.39,358.92,85,0.05
SA-R04512,08DO,Wooden door,Doors,no,2094.38,924.8,89,0.02
SA-R04512,09RE,Steel reinforcement 40ksi,Reinforcement,ton,4460.36,3051.97,95,0.07
SA-R04512,10EL,Wire 6mm,Electrical,no,1862.43,68.39,81,0.05
SA-R04512,11MA,Marble flooring,Marble,m2,5421.59,146.42,78,0.08
SA-R04512,12BL,Hollow concrete blocks 10cm,Block,m2,1996.93,36.06,75,0.06
SA-R04513,01FI,Fire alarm panel,FireFighting,no,10231.96,265.02,76,0.03
SA-R04513,02DO,Metal door,Doors,no,8572.98,913.83,91,0.02
SA-R04513,03CO,Reinforced concrete (RC) foundations,Concrete,m3,5134.52,345.1,84,0.05
SA-R04513,04CE,Wall tiles,Ceramic,m2,14798.47,48.07,95,0.1
SA-R04513,05HV,Air handling unit,HVAC,no,3491.68,1936.41,81,0.03
SA-R04514,01CE,Ceramic tiles 40x40,Ceramic,m2,15041.58,53.13,81,0.1
SA-R04514,02CO,Lightweight concrete screed,Concrete,m3,5386.19,376.9,80,0.05
SA-R04514,03WI,Curtain wall,Windows,m2,8126,611.66,97,0.05
SA-R04514,04EL,Passenger elevator 10 stop,Elevator,no,7335.63,196513.71,82,0.01
SA-R04514,05RE,Steel reinforcement 60ksi,Reinforcement,ton,14296.9,3141.9,90,0.07
SA-R04514,06MA,Granite flooring,Marble,m2,12658.2,150.53,89,0.08
SA-R04514,07FI,Sprinkler head,FireFighting,no,6248.19,287.26,88,0.03
SA-R04514,08PL,Cement plaster internal,Plaster,m2,10151.06,22.68,80,0.1
SA-R04514,09HV,Ductwork,HVAC,no,5522.69,2108.74,78,0.03
SA-R04515,01EL,DB panel,Electrical,no,35195.55,69.88,75,0.05
SA-R04515,02EA,Trench excavation,EarthWork,m3,38351.34,20.27,99,0.05
SA-R04515,03DO,Sliding door,Doors,no,24469.2,1020.86,82,0.02
SA-R04515,04BL,Hollow concrete blocks 10cm,Block,m2,13228.35,33.95,82,0.06
SA-R04515,05WA,Liquid membrane,Waterproofing,m2,53822.25,46.83,91,0.08
SA-R04515,06CE,Skirting,Ceramic,m2,35117.26,51.19,75,0.1
SA-R04515,07FI,Sprinkler head,FireFighting,no,67657.27,283.19,99,0.03
SA-R04516,01RE,Tie wire,Reinforcement,ton,9408.82,3074.33,77,0.07
SA-R04516,02EA,Site grading,EarthWork,m3,8252.09,20.3,89,0.05
SA-R04516,03CE,Porcelain tiles 60x60,Ceramic,m2,6684.4,52.46,81,0.1
SA-R04516,04PL,Pump set,Plumbing,no,2943.22,96.9,81,0.05
SA-R04516,05CO,Reinforced concrete (RC) foundations,Concrete,m3,8473.59,343.95,78,0.05
SA-R04516,06MA,Granite flooring,Marble,m2,6963.29,139.8,87,0.08
SA-R04516,07BL,Concrete bricks,Block,m2,10268.28,34.74,81,0.06
SA-R04516,08PL,Cement plaster external,Plaster,m2,5767.49,23.24,89,0.1
SA-R04516,09EL,Wire 6mm,Electrical,no,4314.77,71,81,0.05
SA-R04516,10DO,UPVC door,Doors,no,8593.69,979.21,84,0.02
SA-R04517,01FI,Fire alarm panel,FireFighting,no,2737.27,288.63,77,0.03
SA-R04517,02CE,Mosaic tiles,Ceramic,m2,4104.34,48.77,76,0.1
SA-R04517,03PL,Scratch coat,Plaster,m2,7241.98,22.28,83,0.1
SA-R04517,04DO,Fire rated door,Doors,no,1508.11,1018.83,78,0.02
SA-R04517,05WI,Aluminum window sliding,Windows,m2,4732.29,558.35,88,0.05
SA-R04517,06HV,Diffuser,HVAC,no,3726.2,1808.36,79,0.03
SA-R04517,07EA,Site grading,EarthWork,m3,6480.44,19.21,87,0.05
SA-R04517,08CO,RC shear walls,Concrete,m3,5297.8,353.56,84,0.05
SA-R04517,09PA,Oil paint external,Paint,m2,5999.83,13.59,75,0.1
SA-R04518,01FI,Emergency light,FireFighting,no,222.43,272.29,94,0.03
SA-R04518,02HV,Exhaust fan,HVAC,no,297.97,2071.28,84,0.03
SA-R04518,03EA,Soil compaction,EarthWork,m3,380.11,21.22,76,0.05
SA-R04518,04EL,Passenger elevator 10 stop,Elevator,no,513.22,199459.92,85,0.01
SA-R04518,05CO,RC slabs,Concrete,m3,249.28,356.51,83,0.05
SA-R04519,01CO,RC columns,Concrete,m3,4933,411.28,98,0.05
SA-R04519,02FI,Fire extinguisher,FireFighting,no,1396.1,324.98,89,0.03
SA-R04519,03EL,Escalator,Elevator,no,4621.48,220260.81,94,0.01
SA-R04519,04CE,Wall tiles,Ceramic,m2,5260.1,58.92,81,0.1
SA-R04519,05EA,Soil compaction,EarthWork,m3,4340.74,24.76,97,0.05
SA-R04519,06EL,Cable tray,Electrical,no,1567.31,79.15,82,0.05
SA-R04519,07MA,Marble cladding,Marble,m2,2244.83,167.62,86,0.08
SA-R04520,01RE,Tie wire,Reinforcement,ton,423.6,3192.15,78,0.07
SA-R04520,02CO,RC shear walls,Concrete,m3,179.78,358.65,77,0.05
SA-R04520,03DO,Sliding door,Doors,no,460.92,942.56,90,0.02
SA-R04520,04WA,Polymer waterproofing,Waterproofing,m2,215.16,42.85,99,0.08
SA-R04520,05CE,Skirting,Ceramic,m2,151.37,51.08,90,0.1
SA-R04520,06PA,Oil paint external,Paint,m2,493.04,15.5,88,0.1
SA-R04520,07BL,Concrete bricks,Block,m2,476.34,33.1,84,0.06
SA-R04521,01WA,Polymer waterproofing,Waterproofing,m2,830.94,42.74,80,0.08
SA-R04521,02PL,PVC pipe 50mm,Plumbing,no,1587.76,101.94,79,0.05
SA-R04521,03EL,Wire 4mm,Electrical,no,332.35,68.46,90,0.05
SA-R04521,04FI,Sprinkler head,FireFighting,no,537.33,258.27,81,0.03
SA-R04521,05PA,Oil paint external,Paint,m2,432.14,14.28,85,0.1
SA-R04521,06CE,Mosaic tiles,Ceramic,m2,1190.94,50.92,88,0.1
SA-R04521,07BL,Hollow concrete blocks 10cm,Block,m2,379.72,33.96,89,0.06
SA-R04521,08EL,Escalator,Elevator,no,360.81,196987.15,92,0.01
SA-R04521,09WI,Aluminum window fixed,Windows,m2,1037.3,589.27,81,0.05
SA-R04521,10EA,Site grading,EarthWork,m3,1129.34,20.11,94,0.05
SA-R04521,11HV,Air handling unit,HVAC,no,493.4,1978.38,76,0.03
SA-R04522,01EL,Passenger elevator 6 stop,Elevator,no,11192.86,189084.55,92,0.01
SA-R04522,02PL,Sanitary fitting,Plumbing,no,38976.27,88.63,99,0.05
SA-R04522,03EA,Soil compaction,EarthWork,m3,37212.12,19.66,82,0.05
SA-R04522,04CO,Lightweight concrete screed,Concrete,m3,44389.28,337.94,90,0.05
SA-R04522,05WA,Liquid membrane,Waterproofing,m2,15060.22,43.33,79,0.08
SA-R04522,06CE,Mosaic tiles,Ceramic,m2,24816.05,50.08,87,0.1
SA-R04522,07MA,Marble flooring,Marble,m2,20184.87,142.8,91,0.08
SA-R04522,08RE,Steel mesh,Reinforcement,ton,31934.84,3159.14,97,0.07
SA-R04523,01CE,Mosaic tiles,Ceramic,m2,551.12,60.13,89,0.1
SA-R04523,02DO,Sliding door,Doors,no,1035.75,1108.76,86,0.02
SA-R04523,03WI,Aluminum window fixed,Windows,m2,1044.05,733.32,98,0.05
SA-R04523,04PA,Textured paint,Paint,m2,204.51,16.51,78,0.1
SA-R04523,05EA,Backfilling,EarthWork,m3,827.43,25.18,77,0.05
SA-R04523,06CO,RC beams,Concrete,m3,396.02,408.15,85,0.05
SA-R04524,01EL,Passenger elevator 10 stop,Elevator,no,571.07,235067.1,76,0.01
SA-R04524,02DO,Metal door,Doors,no,360.45,1034.72,83,0.02
SA-R04524,03PL,Cement plaster external,Plaster,m2,453.98,24.03,94,0.1
SA-R04524,04CE,Ceramic tiles 40x40,Ceramic,m2,610.24,59.26,83,0.1
SA-R04524,05BL,Hollow concrete blocks 10cm,Block,m2,779.36,36.11,98,0.06
SA-R04524,06EL,Switch socket,Electrical,no,518.71,76.67,81,0.05
SA-R04524,07RE,Steel mesh,Reinforcement,ton,300.33,3442.03,79,0.07
SA-R04524,08CO,RC shear walls,Concrete,m3,578.19,407.59,97,0.05
SA-R04524,09EA,Backfilling,EarthWork,m3,775.19,22.22,81,0.05
SA-R04525,01CO,RC slabs,Concrete,m3,1051,369.75,85,0.05
SA-R04525,02PA,Emulsion paint internal,Paint,m2,938.5,13.56,92,0.1
SA-R04525,03EA,Excavation for foundations,EarthWork,m3,1752.48,19.61,92,0.05
SA-R04525,04WI,Aluminum window fixed,Windows,m2,2316.81,584.32,94,0.05
SA-R04525,05DO,Fire rated door,Doors,no,555.35,929.65,85,0.02
SA-R04525,06MA,Granite flooring,Marble,m2,1621.47,156.23,76,0.08
